Country,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom to make life choices,Perceptions of corruption,Generosity,Social support,Year
Chad,4.422699928,7.467963696,48.22053909,0.587305248,0.802760839,0.017834719,0.632388055,2020
Tunisia,4.392199993,9.314972878,66.89785767,0.593361557,0.867590249,-0.216413811,0.688718557,2020
Mauritania,4.374599934,8.233919144,57.01017761,0.551522553,0.746223509,-0.106008142,0.790819228,2020
Sri Lanka,4.327000141,9.389969826,67.20006561,0.837633669,0.859001756,0.081129618,0.825374067,2020
Congo (Kinshasa),4.31099987,6.694256306,52.90000153,0.700793564,0.809403598,0.083637655,0.672159016,2020
Swaziland,4.308100224,9.16267395,51.18823624,0.646822274,0.708263338,-0.19920142,0.770290196,2020
Myanmar,4.308000088,8.680481911,58.96171188,0.895075202,0.645124316,0.560663998,0.78440702,2020
Comoros,4.288599968,7.833630085,57.34901047,0.547612607,0.780622602,0.090008408,0.625662446,2020
Togo,4.187200069,7.357711315,54.71989822,0.649828613,0.757733464,0.002667875,0.551312625,2020
Ethiopia,4.186200142,7.509385586,58.63959122,0.740795195,0.753690004,0.043377332,0.743307352,2020
Madagascar,4.165599823,7.281685829,59.10542679,0.557574093,0.817485631,-0.011823639,0.668195903,2020
Egypt,4.151400089,9.316541672,61.78015137,0.708354175,0.787726879,-0.196878314,0.735447824,2020
Sierra Leone,3.926399946,7.26880312,50.86514282,0.715315044,0.861330688,0.088660747,0.636142015,2020
Burundi,3.775300026,6.492642403,53.40000153,0.626350224,0.606934547,-0.017551597,0.490325719,2020
Zambia,3.759399891,8.224720001,55.29937744,0.806500256,0.801289678,0.078037128,0.698824465,2020
Haiti,3.720799923,7.411329269,55.59862518,0.537825167,0.684767246,0.40053457,0.593247831,2020
Lesotho,3.652800083,7.960488319,48.00362396,0.738125861,0.857392073,-0.145732045,0.780495703,2020
India,3.573299885,8.849823952,60.21518707,0.881444871,0.772042692,0.057551607,0.592200935,2020
Malawi,3.538000107,7.062226295,57.59288788,0.803223193,0.731700778,0.021433279,0.544007301,2020
Yemen,3.527400017,7.759682655,56.72728348,0.599920273,0.800287724,-0.157735437,0.817980587,2020
Botswana,3.478899956,9.711203575,58.92445374,0.821328104,0.777930915,-0.250394493,0.779121757,2020
Tanzania,3.476200104,7.967665195,57.49607468,0.82153976,0.619799435,0.109668687,0.688933194,2020
Central African Republic,3.475899935,6.625160217,45.20000076,0.640880644,0.891806662,0.082410358,0.319459856,2020
Rwanda,3.312299967,7.600104332,61.09884644,0.900589406,0.183541179,0.055483952,0.54083544,2020
Zimbabwe,3.299200058,7.865711689,55.61725998,0.711457908,0.81023699,-0.072063953,0.763092756,2020
South Sudan,2.816600084,7.425359726,51.0,0.451313615,0.763417304,0.016518548,0.553707123,2020
Afghanistan,2.566900015,7.462860584,52.59000015,0.396573007,0.933686554,-0.0964294,0.470366955,2020
Finland,7.842,10.775,72.0,0.949,0.186,-0.098,0.954,2021
Denmark,7.62,10.933,72.7,0.946,0.179,0.03,0.954,2021
Switzerland,7.571,11.117,74.4,0.919,0.292,0.025,0.942,2021
Iceland,7.554,10.878,73.0,0.955,0.673,0.16,0.983,2021
Netherlands,7.464,10.932,72.4,0.913,0.338,0.175,0.942,2021
Norway,7.392,11.053,73.3,0.96,0.27,0.093,0.954,2021
Sweden,7.363,10.867,72.7,0.945,0.237,0.086,0.934,2021
Luxembourg,7.324,11.647,72.6,0.907,0.386,-0.034,0.908,2021
New Zealand,7.277,10.643,73.4,0.929,0.242,0.134,0.948,2021
Austria,7.268,10.906,73.3,0.908,0.481,0.042,0.934,2021
Australia,7.183,10.796,73.9,0.914,0.442,0.159,0.94,2021
Israel,7.157,10.575,73.503,0.8,0.753,0.031,0.939,2021
Germany,7.155,10.873,72.5,0.875,0.46,0.011,0.903,2021
Canada,7.103,10.776,73.8,0.915,0.415,0.089,0.926,2021
Ireland,7.085,11.342,72.4,0.879,0.363,0.077,0.947,2021
Costa Rica,7.069,9.88,71.4,0.934,0.809,-0.126,0.891,2021
United Kingdom,7.064,10.707,72.5,0.859,0.459,0.233,0.934,2021
Czech Republic,6.965,10.556,70.807,0.858,0.868,-0.208,0.947,2021
United States,6.951,11.023,68.2,0.837,0.698,0.098,0.92,2021
Belgium,6.834,10.823,72.199,0.783,0.646,-0.153,0.906,2021
France,6.69,10.704,74.0,0.822,0.571,-0.147,0.942,2021
Bahrain,6.647,10.669,69.495,0.925,0.722,0.089,0.862,2021
Malta,6.602,10.674,72.2,0.927,0.653,0.133,0.931,2021
Taiwan Province of China,6.584,10.871,69.6,0.784,0.721,-0.07,0.898,2021
United Arab Emirates,6.561,11.085,67.333,0.932,0.589,0.074,0.844,2021
Saudi Arabia,6.494,10.743,66.603,0.877,0.684,-0.149,0.891,2021
Spain,6.491,10.571,74.7,0.761,0.745,-0.081,0.932,2021
Italy,6.483,10.623,73.8,0.693,0.866,-0.084,0.88,2021
Slovenia,6.461,10.529,71.4,0.949,0.806,-0.101,0.948,2021
Guatemala,6.435,9.053,64.958,0.906,0.775,-0.038,0.813,2021
Uruguay,6.431,9.966,69.1,0.896,0.59,-0.092,0.925,2021
Singapore,6.377,11.488,76.953,0.927,0.082,-0.018,0.915,2021
Kosovo,6.372,9.318,63.813,0.869,0.917,0.257,0.821,2021
Slovakia,6.331,10.369,69.201,0.766,0.911,-0.124,0.936,2021
Brazil,6.33,9.577,66.601,0.804,0.756,-0.071,0.882,2021
Mexico,6.317,9.859,68.597,0.862,0.799,-0.147,0.831,2021
Jamaica,6.309,9.186,67.5,0.89,0.884,-0.137,0.877,2021
Lithuania,6.255,10.499,67.906,0.773,0.826,-0.203,0.935,2021
Cyprus,6.223,10.576,73.898,0.763,0.844,-0.015,0.802,2021
Estonia,6.189,10.481,68.8,0.909,0.527,-0.106,0.941,2021
Panama,6.18,10.35,69.652,0.872,0.856,-0.166,0.896,2021
Uzbekistan,6.179,8.836,65.255,0.97,0.515,0.311,0.918,2021
Chile,6.172,10.071,70.0,0.742,0.83,-0.044,0.882,2021
Poland,6.166,10.382,69.702,0.841,0.735,-0.165,0.898,2021
Kazakhstan,6.152,10.155,65.2,0.853,0.733,-0.069,0.952,2021
Romania,6.14,10.284,67.355,0.845,0.938,-0.219,0.832,2021
Kuwait,6.106,10.817,66.9,0.867,0.736,-0.104,0.843,2021
Serbia,6.078,9.787,68.6,0.778,0.835,0.002,0.873,2021
El Salvador,6.061,9.054,66.402,0.888,0.688,-0.11,0.762,2021
Mauritius,6.049,10.008,66.701,0.867,0.789,-0.054,0.905,2021
Latvia,6.032,10.315,67.1,0.715,0.8,-0.162,0.927,2021
Colombia,6.012,9.557,68.001,0.837,0.841,-0.135,0.847,2021
Hungary,5.992,10.358,68.0,0.755,0.876,-0.186,0.943,2021
Thailand,5.985,9.805,67.401,0.884,0.895,0.287,0.888,2021
Nicaragua,5.972,8.62,67.657,0.836,0.664,0.02,0.864,2021
Japan,5.94,10.611,75.1,0.796,0.638,-0.258,0.884,2021
Argentina,5.929,9.962,69.0,0.828,0.834,-0.182,0.898,2021
Portugal,5.929,10.421,72.6,0.892,0.887,-0.244,0.879,2021
Honduras,5.919,8.648,67.3,0.857,0.809,0.081,0.812,2021
Croatia,5.882,10.217,70.799,0.754,0.939,-0.118,0.924,2021
Philippines,5.88,9.076,62.0,0.917,0.742,-0.097,0.83,2021
South Korea,5.845,10.651,73.9,0.672,0.727,-0.083,0.799,2021
Peru,5.84,9.458,68.25,0.822,0.891,-0.154,0.832,2021
Bosnia and Herzegovina,5.813,9.59,68.098,0.706,0.931,0.113,0.87,2021
Moldova,5.766,9.454,65.699,0.822,0.918,-0.079,0.857,2021
Ecuador,5.764,9.313,68.8,0.842,0.843,-0.124,0.821,2021
Kyrgyzstan,5.744,8.538,64.401,0.935,0.908,0.119,0.893,2021
Greece,5.723,10.279,72.6,0.582,0.823,-0.288,0.823,2021
Bolivia,5.716,9.046,63.901,0.875,0.839,-0.077,0.81,2021
Mongolia,5.677,9.4,62.5,0.708,0.856,0.116,0.935,2021
Paraguay,5.653,9.448,65.9,0.876,0.882,0.028,0.893,2021
Montenegro,5.581,9.94,68.699,0.708,0.812,-0.034,0.858,2021
Dominican Republic,5.545,9.802,66.102,0.86,0.714,-0.133,0.853,2021
North Cyprus,5.536,10.576,73.898,0.795,0.626,0.012,0.82,2021
Belarus,5.534,9.853,66.253,0.65,0.627,-0.18,0.91,2021
Russia,5.477,10.189,64.703,0.718,0.845,-0.111,0.903,2021
Hong Kong S.A.R. of China,5.477,11.0,76.82,0.717,0.403,0.067,0.836,2021
Tajikistan,5.466,8.091,64.281,0.832,0.553,-0.056,0.86,2021
Vietnam,5.411,8.973,68.034,0.94,0.796,-0.098,0.85,2021
Libya,5.41,9.622,62.3,0.771,0.667,-0.087,0.827,2021
Malaysia,5.384,10.238,67.102,0.895,0.839,0.125,0.817,2021
Indonesia,5.345,9.365,62.236,0.873,0.867,0.542,0.811,2021
Congo (Brazzaville),5.342,8.117,58.221,0.695,0.745,-0.068,0.636,2021
China,5.339,9.673,69.593,0.904,0.755,-0.146,0.811,2021
Ivory Coast,5.306,8.551,50.114,0.741,0.794,-0.016,0.644,2021
Armenia,5.283,9.487,67.055,0.825,0.629,-0.168,0.799,2021
Nepal,5.269,8.12,64.233,0.782,0.727,0.152,0.774,2021
Bulgaria,5.266,10.016,67.0,0.788,0.932,-0.096,0.931,2021
Maldives,5.198,9.826,70.6,0.854,0.825,0.024,0.913,2021
Azerbaijan,5.171,9.569,65.656,0.814,0.506,-0.223,0.836,2021
Cameroon,5.142,8.189,53.515,0.731,0.848,0.026,0.71,2021
Senegal,5.132,8.118,59.802,0.695,0.801,-0.046,0.71,2021
Albania,5.117,9.52,68.999,0.785,0.901,-0.03,0.697,2021
North Macedonia,5.101,9.693,65.474,0.751,0.905,0.038,0.805,2021
Ghana,5.088,8.58,57.586,0.807,0.848,0.123,0.727,2021
Niger,5.074,7.098,53.78,0.806,0.693,0.018,0.641,2021
Turkmenistan,5.066,9.629,62.409,0.877,0.888,0.273,0.983,2021
Gambia,5.051,7.686,55.16,0.697,0.746,0.424,0.69,2021
Benin,5.045,8.087,54.713,0.757,0.661,-0.034,0.489,2021
Laos,5.03,8.947,58.968,0.91,0.658,0.123,0.728,2021
Bangladesh,5.025,8.454,64.8,0.877,0.682,-0.041,0.693,2021
Guinea,4.984,7.838,55.008,0.697,0.766,0.095,0.639,2021
South Africa,4.956,9.403,56.904,0.749,0.86,-0.067,0.86,2021
Turkey,4.948,10.24,67.199,0.576,0.776,-0.139,0.822,2021
Pakistan,4.934,8.458,58.709,0.726,0.787,0.098,0.651,2021
Morocco,4.918,8.903,66.208,0.774,0.801,-0.236,0.56,2021
Venezuela,4.892,9.073,66.7,0.615,0.827,-0.169,0.861,2021
Georgia,4.891,9.585,64.3,0.783,0.655,-0.238,0.671,2021
Algeria,4.887,9.342,66.005,0.48,0.752,-0.067,0.802,2021
Ukraine,4.875,9.436,64.902,0.724,0.924,-0.011,0.888,2021
Iraq,4.854,9.24,60.583,0.63,0.875,-0.053,0.746,2021
Gabon,4.852,9.603,59.962,0.731,0.84,-0.2,0.776,2021
Burkina Faso,4.834,7.678,54.151,0.695,0.748,-0.009,0.672,2021
Cambodia,4.83,8.36,62.0,0.959,0.843,0.034,0.765,2021
Mozambique,4.794,7.158,54.706,0.882,0.684,0.061,0.744,2021
Nigeria,4.759,8.533,50.102,0.737,0.878,0.037,0.74,2021
Mali,4.723,7.744,51.969,0.697,0.827,-0.036,0.724,2021
Iran,4.721,9.584,66.3,0.608,0.714,0.218,0.71,2021
Uganda,4.636,7.677,56.101,0.709,0.855,0.122,0.781,2021
Liberia,4.625,7.288,56.498,0.735,0.85,0.05,0.72,2021
Kenya,4.607,8.361,60.704,0.779,0.825,0.287,0.688,2021
Tunisia,4.596,9.266,67.201,0.656,0.87,-0.201,0.691,2021
Lebanon,4.584,9.626,67.355,0.525,0.898,-0.073,0.848,2021
Namibia,4.574,9.161,56.799,0.719,0.847,-0.149,0.818,2021
Palestinian Territories,4.517,8.485,62.25,0.653,0.821,-0.163,0.826,2021
Myanmar,4.426,8.541,59.302,0.876,0.66,0.509,0.779,2021
Jordan,4.395,9.182,67.0,0.755,0.705,-0.167,0.767,2021
Chad,4.355,7.364,48.478,0.579,0.807,0.041,0.619,2021
Sri Lanka,4.325,9.47,67.299,0.841,0.863,0.079,0.827,2021
Swaziland,4.308,9.065,50.833,0.647,0.708,-0.185,0.77,2021
Comoros,4.289,8.031,57.349,0.548,0.781,0.082,0.626,2021
Egypt,4.283,9.367,61.998,0.749,0.795,-0.182,0.75,2021
Ethiopia,4.275,7.694,59.0,0.752,0.761,0.082,0.764,2021
Mauritania,4.227,8.542,57.161,0.561,0.731,-0.106,0.795,2021
Madagascar,4.208,7.396,59.305,0.552,0.803,-0.005,0.686,2021
Togo,4.107,7.362,54.914,0.619,0.772,0.032,0.569,2021
Zambia,4.073,8.145,55.809,0.782,0.823,0.061,0.708,2021
Sierra Leone,3.849,7.434,51.651,0.717,0.866,0.084,0.63,2021
India,3.819,8.755,60.633,0.893,0.774,0.089,0.603,2021
Burundi,3.775,6.635,53.4,0.626,0.607,-0.024,0.49,2021
Yemen,3.658,7.578,57.122,0.602,0.8,-0.147,0.832,2021
Tanzania,3.623,7.876,57.999,0.833,0.577,0.183,0.702,2021
Haiti,3.615,7.477,55.7,0.593,0.721,0.422,0.54,2021
Malawi,3.6,6.958,57.948,0.78,0.729,0.038,0.537,2021
Lesotho,3.512,7.926,48.7,0.715,0.915,-0.131,0.787,2021
Botswana,3.467,9.782,59.269,0.824,0.801,-0.246,0.784,2021
Rwanda,3.415,7.676,61.4,0.897,0.167,0.061,0.552,2021
Zimbabwe,3.145,7.943,56.201,0.677,0.821,-0.047,0.75,2021
Afghanistan,2.523,7.695,52.493,0.382,0.924,-0.102,0.463,2021
Finland,7.821,1.892,"0,775","0,736","0,534","0,109","1,258",2022
Denmark,7.636,1.953,"0,777","0,719","0,532","0,188","1,243",2022
Iceland,7.557,1.936,"0,803","0,718","0,191","0,270","1,320",2022
Switzerland,7.512,2.026,"0,822","0,677","0,461","0,147","1,226",2022
Netherlands,7.415,1.945,"0,787","0,651","0,419","0,271","1,206",2022
Luxembourg,7.404,2.209,"0,790","0,700","0,388","0,120","1,155",2022
Sweden,7.384,1.920,"0,803","0,724","0,512","0,218","1,204",2022
Norway,7.365,1.997,"0,786","0,728","0,474","0,217","1,239",2022
Israel,7.364,1.826,"0,818","0,568","0,143","0,155","1,221",2022
New Zealand,7.2,1.852,"0,752","0,680","0,483","0,245","1,235",2022
Austria,7.163,1.931,"0,774","0,623","0,329","0,193","1,165",2022
Australia,7.162,1.900,"0,772","0,676","0,341","0,258","1,203",2022
Ireland,7.041,2.129,"0,779","0,627","0,408","0,190","1,166",2022
Germany,7.034,1.924,"0,776","0,585","0,358","0,163","1,088",2022
Canada,7.025,1.886,"0,783","0,659","0,368","0,217","1,188",2022
United States,6.977,1.982,"0,628","0,574","0,177","0,220","1,182",2022
United Kingdom,6.943,1.867,"0,750","0,597","0,329","0,289","1,143",2022
Czechia,6.92,1.815,"0,715","0,660","0,048","0,158","1,260",2022
Belgium,6.805,1.907,"0,764","0,492","0,204","0,049","1,106",2022
France,6.687,1.863,"0,808","0,567","0,266","0,070","1,219",2022
Bahrain,6.647,1.854,"0,625","0,693","0,155","0,199","1,029",2022
Slovenia,6.63,1.810,"0,769","0,685","0,115","0,118","1,249",2022
Costa Rica,6.582,1.584,"0,744","0,661","0,102","0,089","1,054",2022
United Arab Emirates,6.576,1.998,"0,633","0,702","0,250","0,204","0,980",2022
Saudi Arabia,6.523,1.870,"0,577","0,651","0,180","0,078","1,092",2022
Taiwan Province of China,6.512,1.897,"0,733","0,542","0,168","0,075","1,095",2022
Singapore,6.48,2.149,"0,851","0,672","0,587","0,163","1,127",2022
Romania,6.477,1.719,"0,655","0,605","0,006","0,039","1,006",2022
Spain,6.476,1.808,"0,808","0,505","0,149","0,101","1,211",2022
Uruguay,6.474,1.615,"0,672","0,665","0,265","0,103","1,180",2022
Italy,6.467,1.834,"0,801","0,412","0,059","0,085","1,052",2022
Kosovo,6.455,1.362,"0,569","0,599","0,035","0,309","0,949",2022
Malta,6.447,1.838,"0,789","0,679","0,166","0,174","1,169",2022
Lithuania,6.446,1.804,"0,659","0,496","0,077","0,053","1,204",2022
Slovakia,6.391,1.736,"0,707","0,479","0,025","0,118","1,232",2022
Estonia,6.341,1.793,"0,728","0,689","0,333","0,123","1,232",2022
Panama,6.309,1.715,"0,709","0,592","0,051","0,049","1,107",2022
Brazil,6.293,1.462,"0,615","0,546","0,134","0,131","1,044",2022
Guatemala,6.262,1.274,"0,522","0,662","0,115","0,112","0,831",2022
Kazakhstan,6.234,1.668,"0,611","0,584","0,157","0,134","1,220",2022
Cyprus,6.221,1.815,"0,819","0,448","0,062","0,123","0,909",2022
Latvia,6.18,1.732,"0,637","0,502","0,090","0,075","1,221",2022
Serbia,6.178,1.550,"0,658","0,546","0,088","0,219","1,086",2022
Chile,6.172,1.651,"0,748","0,460","0,069","0,124","1,080",2022
Nicaragua,6.165,1.105,"0,617","0,617","0,212","0,168","1,029",2022
Mexico,6.128,1.552,"0,623","0,621","0,115","0,092","0,886",2022
Croatia,6.125,1.705,"0,709","0,535","0,000","0,109","1,183",2022
Poland,6.123,1.758,"0,712","0,523","0,140","0,124","1,174",2022
El Salvador,6.12,1.265,"0,607","0,666","0,212","0,089","0,768",2022
Kuwait,6.106,1.904,"0,747","0,617","0,147","0,087","0,983",2022
Hungary,6.086,1.748,"0,668","0,485","0,064","0,078","1,233",2022
Mauritius,6.071,1.591,"0,568","0,589","0,107","0,131","1,116",2022
Uzbekistan,6.063,1.219,"0,600","0,716","0,240","0,283","1,092",2022
Japan,6.039,1.835,"0,866","0,537","0,218","0,007","1,089",2022
Honduras,6.022,1.111,"0,555","0,582","0,076","0,202","0,885",2022
Portugal,6.016,1.760,"0,777","0,655","0,039","0,016","1,078",2022
Argentina,5.967,1.592,"0,662","0,555","0,085","0,081","1,102",2022
Greece,5.948,1.703,"0,774","0,249","0,108","0,015","0,980",2022
South Korea,5.935,1.851,"0,841","0,414","0,176","0,111","0,886",2022
Philippines,5.904,1.268,"0,514","0,678","0,142","0,107","0,912",2022
Thailand,5.891,1.535,"0,697","0,617","0,026","0,321","1,096",2022
Moldova,5.857,1.417,"0,597","0,561","0,028","0,102","1,008",2022
Jamaica,5.85,1.296,"0,646","0,567","0,053","0,080","1,045",2022
Kyrgyzstan,5.828,1.069,"0,638","0,693","0,025","0,208","1,109",2022
Belarus,5.821,1.562,"0,629","0,342","0,282","0,040","1,157",2022
Colombia,5.781,1.452,"0,720","0,545","0,077","0,087","0,929",2022
Bosnia and Herzegovina,5.768,1.468,"0,665","0,448","0,006","0,244","1,068",2022
Mongolia,5.761,1.393,"0,467","0,398","0,059","0,247","1,197",2022
Dominican Republic,5.737,1.538,"0,577","0,606","0,179","0,084","1,003",2022
Malaysia,5.711,1.689,"0,620","0,654","0,126","0,213","0,938",2022
Bolivia,5.6,1.256,"0,555","0,627","0,064","0,112","0,880",2022
China,5.585,1.508,"0,705","0,656","0,142","0,099","0,958",2022
Paraguay,5.578,1.409,"0,624","0,629","0,059","0,171","1,130",2022
Peru,5.559,1.397,"0,735","0,545","0,037","0,090","0,865",2022
Montenegro,5.547,1.573,"0,659","0,460","0,077","0,135","1,023",2022
Ecuador,5.533,1.352,"0,708","0,565","0,083","0,080","0,879",2022
Vietnam,5.485,1.252,"0,611","0,707","0,105","0,143","0,932",2022
Turkmenistan,5.474,1.484,"0,516","0,649","0,032","0,314","1,319",2022
North Cyprus,5.467,1.815,"0,819","0,523","0,213","0,130","0,888",2022
Russia,5.459,1.685,"0,586","0,401","0,080","0,117","1,095",2022
Hong Kong S.A.R. of China,5.425,1.957,"0,942","0,400","0,383","0,147","0,954",2022
Armenia,5.399,1.434,"0,668","0,558","0,210","0,054","0,820",2022
Tajikistan,5.377,0.966,"0,518","0,572","0,304","0,118","1,005",2022
Nepal,5.377,0.984,"0,499","0,519","0,130","0,237","0,784",2022
Bulgaria,5.371,1.625,"0,640","0,563","0,021","0,123","1,163",2022
Libya,5.33,1.476,"0,606","0,477","0,179","0,106","0,943",2022
Indonesia,5.24,1.382,"0,539","0,620","0,047","0,468","0,883",2022
Ivory Coast,5.235,1.094,"0,322","0,451","0,124","0,149","0,442",2022
North Macedonia,5.199,1.505,"0,637","0,488","0,031","0,215","0,863",2022
Albania,5.199,1.439,"0,719","0,511","0,028","0,138","0,646",2022
South Africa,5.194,1.425,"0,361","0,442","0,046","0,089","1,088",2022
Azerbaijan,5.173,1.458,"0,560","0,601","0,341","0,023","1,093",2022
Gambia,5.164,0.785,"0,369","0,367","0,103","0,388","0,621",2022
Bangladesh,5.155,1.060,"0,581","0,622","0,187","0,125","0,614",2022
Laos,5.14,1.239,"0,479","0,679","0,184","0,197","0,654",2022
Algeria,5.122,1.363,"0,643","0,146","0,150","0,106","0,970",2022
Liberia,5.122,0.636,"0,309","0,405","0,080","0,178","0,670",2022
Ukraine,5.084,1.411,"0,583","0,473","0,017","0,188","1,081",2022
Congo,5.075,0.950,"0,355","0,431","0,146","0,130","0,405",2022
Morocco,5.06,1.208,"0,565","0,492","0,102","0,020","0,268",2022
Mozambique,5.048,0.578,"0,191","0,593","0,200","0,185","0,660",2022
Cameroon,5.048,0.968,"0,317","0,397","0,074","0,152","0,672",2022
Senegal,5.046,0.933,"0,447","0,494","0,081","0,143","0,530",2022
Niger,5.003,0.570,"0,326","0,571","0,145","0,165","0,560",2022
Georgia,4.973,1.467,"0,595","0,508","0,208","0,000","0,612",2022
Gabon,4.958,1.459,"0,396","0,343","0,099","0,032","0,738",2022
Iraq,4.941,1.289,"0,554","0,328","0,046","0,147","0,682",2022
Venezuela,4.925,0.000,"0,578","0,283","0,082","0,225","0,968",2022
Guinea,4.891,0.848,"0,275","0,334","0,116","0,214","0,566",2022
Iran,4.888,1.410,"0,642","0,281","0,146","0,241","0,741",2022
Ghana,4.872,1.112,"0,409","0,500","0,056","0,230","0,595",2022
Turkey,4.744,1.707,"0,702","0,209","0,115","0,087","0,865",2022
Burkina Faso,4.67,0.779,"0,320","0,382","0,126","0,186","0,565",2022
Cambodia,4.64,1.019,"0,505","0,740","0,068","0,166","0,732",2022
Benin,4.623,0.932,"0,335","0,479","0,230","0,127","0,064",2022
Comoros,4.609,0.899,"0,424","0,185","0,125","0,195","0,476",2022
Uganda,4.603,0.777,"0,418","0,402","0,066","0,222","0,875",2022
Nigeria,4.552,1.079,"0,300","0,444","0,038","0,175","0,732",2022
Kenya,4.543,1.032,"0,401","0,440","0,082","0,322","0,605",2022
Tunisia,4.516,1.350,"0,656","0,316","0,029","0,029","0,596",2022
Pakistan,4.516,1.049,"0,374","0,448","0,112","0,181","0,413",2022
Palestinian Territories,4.483,1.148,"0,521","0,336","0,079","0,073","0,957",2022
Mali,4.479,0.792,"0,311","0,350","0,042","0,128","0,483",2022
Namibia,4.459,1.292,"0,354","0,384","0,071","0,067","0,877",2022
"Eswatini, Kingdom of",4.396,1.274,"0,197","0,259","0,154","0,038","0,786",2022
Myanmar,4.394,1.038,"0,491","0,513","0,194","0,452","0,829",2022
Sri Lanka,4.362,1.415,"0,660","0,529","0,079","0,150","0,934",2022
Madagascar,4.339,0.670,"0,378","0,202","0,154","0,143","0,645",2022
Egypt,4.288,1.388,"0,548","0,469","0,254","0,041","0,732",2022
Chad,4.251,0.662,"0,225","0,180","0,077","0,182","0,506",2022
Ethiopia,4.241,0.788,"0,457","0,472","0,136","0,205","0,809",2022
Yemen,4.197,0.691,"0,384","0,330","0,098","0,090","1,043",2022
Mauritania,4.153,1.100,"0,450","0,304","0,138","0,088","0,865",2022
Jordan,4.152,1.324,"0,675","0,476","0,200","0,058","0,724",2022
Togo,4.112,0.771,"0,360","0,292","0,132","0,174","0,322",2022
India,3.777,1.167,"0,471","0,647","0,123","0,198","0,376",2022
Zambia,3.76,0.930,"0,306","0,525","0,083","0,203","0,577",2022
Malawi,3.75,0.648,"0,388","0,477","0,157","0,140","0,279",2022
Tanzania,3.702,0.848,"0,425","0,578","0,270","0,248","0,597",2022
Sierra Leone,3.574,0.686,"0,273","0,387","0,055","0,202","0,416",2022
Lesotho,3.512,0.839,"0,000","0,419","0,018","0,076","0,848",2022
Botswana,3.471,1.503,"0,280","0,571","0,102","0,012","0,815",2022
Rwanda,3.268,0.785,"0,462","0,621","0,544","0,187","0,133",2022
Zimbabwe,2.995,0.947,"0,270","0,329","0,105","0,106","0,690",2022
Lebanon,2.955,1.392,"0,631","0,103","0,034","0,082","0,498",2022
Afghanistan,2.404,0.758,"0,289","0,000","0,005","0,089","0,000",2022
